file,course_number,course_name,instructor,year,term,num_respondents,The instructor's teaching effectiveness is:,The intellectual challenge of this course is:,The teaching assistant for this course is:,Feedback on my work for this course is useful:,"Compared to other Hopkins courses at this level, the workload for this course is:"
EN_601_447_01_FA17 Computational Genomics_ Sequences 2017 Fall ASEN 26 of 29  responded _89_66__ Download PDF.pdf,EN.601.447,Computational Genomics: Sequences,,2017,Fall,26,"[(1, 0), (2, 0), (3, 0), (4, 3), (5, 21), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 9), (5, 11), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 10), (5, 8), (0, 2)]","[(1, 0), (2, 1), (3, 3), (4, 13), (5, 7), (0, 0)]","[(1, 1), (2, 3), (3, 16), (4, 4), (5, 0), (0, 0)]"
EN_601_645_01_FA17 Practical Cryptographic Systems Green_ Matthew 2017 Fall Computer Science 26 of 28  responded _92_86__ Download PDF.pdf,EN.601.645,Practical Cryptographic Systems,Matthew Green,2017,Fall,26,"[(1, 0), (2, 0), (3, 3), (4, 2), (5, 19), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 6), (5, 17), (0, 0)]","[(1, 4), (2, 2), (3, 4), (4, 3), (5, 10), (0, 2)]","[(1, 5), (2, 4), (3, 1), (4, 5), (5, 8), (0, 0)]","[(1, 0), (2, 2), (3, 9), (4, 7), (5, 6), (0, 0)]"
EN_601_643_01_FA17 Security _ Privacy in Computing AKINYELE_ JOSEPH 2017 Fall Computer Science 37 of 37  responded _100_00__ Download PDF.pdf,EN.601.643,Security & Privacy in Computing,JOSEPH AKINYELE,2017,Fall,37,"[(1, 2), (2, 9), (3, 6), (4, 11), (5, 8), (0, 0)]","[(1, 1), (2, 0), (3, 6), (4, 16), (5, 12), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 11), (5, 18), (0, 2)]","[(1, 1), (2, 2), (3, 5), (4, 15), (5, 11), (0, 2)]","[(1, 0), (2, 1), (3, 23), (4, 10), (5, 2), (0, 0)]"
EN_601_442_01_FA17 Modern Cryptography 2017 Fall ASEN 5 of 5  responded _100_00__ Download PDF.pdf,EN.601.442,Modern Cryptography,,2017,Fall,5,"[(1, 0), (2, 0), (3, 1), (4, 1), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 1), (0, 0)]","[(1, 0), (2, 1), (3, 0), (4, 0), (5, 1), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 1), (0, 1)]","[(1, 0), (2, 0), (3, 2), (4, 0), (5, 1), (0, 0)]"
EN_601_444_01_FA17 Network Security Nielson_ Seth 2017 Fall Computer Science 9 of 9  responded _100_00__ Download PDF.pdf,EN.601.444,Network Security,Seth Nielson,2017,Fall,9,"[(1, 0), (2, 1), (3, 3), (4, 0), (5, 5), (0, 0)]","[(1, 0), (2, 1), (3, 0), (4, 1), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 2), (5, 4), (0, 1)]","[(1, 0), (2, 1), (3, 3), (4, 0), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 3), (5, 1), (0, 0)]"
EN_601_615_01_FA17 Databases 2017 Fall ASEN 39 of 41  responded _95_12__ Download PDF.pdf,EN.601.615,Databases,,2017,Fall,39,"[(1, 3), (2, 5), (3, 12), (4, 8), (5, 9), (0, 0)]","[(1, 0), (2, 3), (3, 8), (4, 15), (5, 11), (0, 0)]","[(1, 0), (2, 2), (3, 8), (4, 8), (5, 17), (0, 3)]","[(1, 0), (2, 4), (3, 10), (4, 13), (5, 10), (0, 0)]","[(1, 0), (2, 2), (3, 17), (4, 12), (5, 5), (0, 1)]"
EN_601_444_01_FA17 Network Security 2017 Fall ASEN 9 of 9  responded _100_00__ Download PDF.pdf,EN.601.444,Network Security,,2017,Fall,9,"[(1, 0), (2, 1), (3, 3), (4, 0), (5, 5), (0, 0)]","[(1, 0), (2, 1), (3, 0), (4, 1), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 2), (5, 4), (0, 1)]","[(1, 0), (2, 1), (3, 3), (4, 0), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 3), (5, 1), (0, 0)]"
EN_601_615_01_FA17 Databases Yarowsky_ David 2017 Fall Computer Science 39 of 41  responded _95_12__ Download PDF.pdf,EN.601.615,Databases,David Yarowsky,2017,Fall,39,"[(1, 3), (2, 5), (3, 12), (4, 8), (5, 9), (0, 0)]","[(1, 0), (2, 3), (3, 8), (4, 15), (5, 11), (0, 0)]","[(1, 0), (2, 2), (3, 8), (4, 8), (5, 17), (0, 3)]","[(1, 0), (2, 4), (3, 10), (4, 13), (5, 10), (0, 0)]","[(1, 0), (2, 2), (3, 17), (4, 12), (5, 5), (0, 1)]"
EN_601_645_01_FA17 Practical Cryptographic Systems 2017 Fall ASEN 26 of 28  responded _92_86__ Download PDF.pdf,EN.601.645,Practical Cryptographic Systems,,2017,Fall,26,"[(1, 0), (2, 0), (3, 3), (4, 2), (5, 19), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 6), (5, 17), (0, 0)]","[(1, 4), (2, 2), (3, 4), (4, 3), (5, 10), (0, 2)]","[(1, 5), (2, 4), (3, 1), (4, 5), (5, 8), (0, 0)]","[(1, 0), (2, 2), (3, 9), (4, 7), (5, 6), (0, 0)]"
EN_601_463_01_FA17 Algorithms for Sensor-Based Robotics Leonard_ Simon 2017 Fall Computer Science 7 of 7  responded _100_00__ Download PDF.pdf,EN.601.463,Algorithms for Sensor-Based Robotics,Simon Leonard,2017,Fall,7,"[(1, 0), (2, 1), (3, 2), (4, 1), (5, 3), (0, 0)]","[(1, 0), (2, 1), (3, 0), (4, 2), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 2), (0, 3)]","[(1, 0), (2, 1), (3, 1), (4, 3), (5, 1), (0, 1)]","[(1, 0), (2, 0), (3, 5), (4, 2), (5, 0), (0, 0)]"
EN_601_365_01_FA17 Knowledge Discovery from Text Lippincott_ Thomas 2017 Fall Computer Science 22 of 23  responded _95_65__ Download PDF.pdf,EN.601.365,Knowledge Discovery from Text,Thomas Lippincott,2017,Fall,22,"[(1, 1), (2, 2), (3, 9), (4, 5), (5, 5), (0, 0)]","[(1, 0), (2, 1), (3, 7), (4, 4), (5, 10), (0, 0)]","[(1, 0), (2, 5), (3, 6), (4, 1), (5, 8), (0, 2)]","[(1, 1), (2, 2), (3, 10), (4, 6), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 11), (5, 5), (0, 0)]"
EN_601_463_01_FA17 Algorithms for Sensor-Based Robotics 2017 Fall ASEN 7 of 7  responded _100_00__ Download PDF.pdf,EN.601.463,Algorithms for Sensor-Based Robotics,,2017,Fall,7,"[(1, 0), (2, 1), (3, 2), (4, 1), (5, 3), (0, 0)]","[(1, 0), (2, 1), (3, 0), (4, 2), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 2), (0, 3)]","[(1, 0), (2, 1), (3, 1), (4, 3), (5, 1), (0, 1)]","[(1, 0), (2, 0), (3, 5), (4, 2), (5, 0), (0, 0)]"
EN_601_442_01_FA17 Modern Cryptography Jain_ Abhishek 2017 Fall Computer Science 3 of 3  responded _100_00__ Download PDF.pdf,EN.601.442,Modern Cryptography,Abhishek Jain,2017,Fall,3,"[(1, 0), (2, 0), (3, 1), (4, 1), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 1), (0, 0)]","[(1, 0), (2, 1), (3, 0), (4, 0), (5, 1), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 1), (0, 1)]","[(1, 0), (2, 0), (3, 2), (4, 0), (5, 1), (0, 0)]"
EN_601_433_01_FA17 Intro Algorithms Dinitz_ Michael 2017 Fall Computer Science 45 of 48  responded _93_75__ Download PDF.pdf,EN.601.433,Intro Algorithms,Michael Dinitz,2017,Fall,45,"[(1, 2), (2, 3), (3, 7), (4, 9), (5, 22), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 4), (5, 35), (0, 1)]","[(1, 1), (2, 3), (3, 1), (4, 3), (5, 11), (0, 20)]","[(1, 1), (2, 5), (3, 5), (4, 22), (5, 9), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 14), (5, 24), (0, 1)]"
EN_601_433_01_FA17 Intro Algorithms 2017 Fall ASEN 46 of 49  responded _93_88__ Download PDF.pdf,EN.601.433,Intro Algorithms,,2017,Fall,46,"[(1, 2), (2, 3), (3, 7), (4, 9), (5, 22), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 4), (5, 35), (0, 1)]","[(1, 1), (2, 3), (3, 1), (4, 3), (5, 11), (0, 20)]","[(1, 1), (2, 5), (3, 5), (4, 22), (5, 9), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 14), (5, 24), (0, 1)]"
EN_601_365_01_FA17 Knowledge Discovery from Text 2017 Fall ASEN 23 of 25  responded _92_00__ Download PDF.pdf,EN.601.365,Knowledge Discovery from Text,,2017,Fall,23,"[(1, 1), (2, 2), (3, 9), (4, 5), (5, 5), (0, 0)]","[(1, 0), (2, 1), (3, 7), (4, 4), (5, 10), (0, 0)]","[(1, 0), (2, 5), (3, 6), (4, 1), (5, 8), (0, 2)]","[(1, 1), (2, 2), (3, 10), (4, 6), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 11), (5, 5), (0, 0)]"
EN_601_365_01_FA17 Knowledge Discovery from Text Van Durme_ Benjamin 2017 Fall Computer Science 22 of 23  responded _95_65__ Download PDF.pdf,EN.601.365,Knowledge Discovery from Text,Benjamin Van Durme,2017,Fall,22,"[(1, 1), (2, 2), (3, 9), (4, 5), (5, 5), (0, 0)]","[(1, 0), (2, 1), (3, 7), (4, 4), (5, 10), (0, 0)]","[(1, 0), (2, 5), (3, 6), (4, 1), (5, 8), (0, 2)]","[(1, 1), (2, 2), (3, 10), (4, 6), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 11), (5, 5), (0, 0)]"
EN_601_452_01_FA17 Computational Biomedical Research 2017 Fall ASEN 7 of 7  responded _100_00__ Download PDF.pdf,EN.601.452,Computational Biomedical Research,,2017,Fall,7,"[(1, 0), (2, 0), (3, 1), (4, 1), (5, 5), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 3), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (0, 7)]","[(1, 0), (2, 1), (3, 0), (4, 2), (5, 4), (0, 0)]","[(1, 2), (2, 2), (3, 2), (4, 0), (5, 0), (0, 0)]"
EN_601_255_02_FA17 Introduction to Video Game Design 2017 Fall ASEN 4 of 6  responded _66_67__ Download PDF.pdf,EN.601.255,Introduction to Video Game Design,,2017,Fall,4,"[(1, 0), (2, 0), (3, 4), (4, 0), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 2), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 2), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 2), (5, 0), (0, 0)]"
EN_601_315_01_FA17 Databases Yarowsky_ David 2017 Fall Computer Science 31 of 33  responded _93_94__ Download PDF.pdf,EN.601.315,Databases,David Yarowsky,2017,Fall,31,"[(1, 9), (2, 6), (3, 9), (4, 3), (5, 3), (0, 0)]","[(1, 3), (2, 1), (3, 11), (4, 11), (5, 5), (0, 0)]","[(1, 1), (2, 2), (3, 5), (4, 12), (5, 9), (0, 2)]","[(1, 3), (2, 5), (3, 11), (4, 10), (5, 1), (0, 1)]","[(1, 1), (2, 2), (3, 12), (4, 12), (5, 4), (0, 0)]"
EN_601_468_01_FA17 Machine Translation 2017 Fall ASEN 8 of 9  responded _88_89__ Download PDF.pdf,EN.601.468,Machine Translation,,2017,Fall,8,"[(1, 0), (2, 0), (3, 2), (4, 1), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 4), (5, 4), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 2), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 4), (5, 0), (0, 0)]"
EN_601_255_02_FA17 Introduction to Video Game Design Froehlich_ Peter 2017 Fall Computer Science 4 of 6  responded _66_67__ Download PDF.pdf,EN.601.255,Introduction to Video Game Design,Peter Froehlich,2017,Fall,4,"[(1, 0), (2, 0), (3, 4), (4, 0), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 2), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 2), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 2), (5, 0), (0, 0)]"
EN_601_468_01_FA17 Machine Translation Koehn_ Philipp 2017 Fall Computer Science 8 of 9  responded _88_89__ Download PDF.pdf,EN.601.468,Machine Translation,Philipp Koehn,2017,Fall,8,"[(1, 0), (2, 0), (3, 2), (4, 1), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 4), (5, 4), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 2), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 4), (5, 0), (0, 0)]"
EN_601_315_01_FA17 Databases 2017 Fall ASEN 34 of 36  responded _94_44__ Download PDF.pdf,EN.601.315,Databases,,2017,Fall,34,"[(1, 9), (2, 6), (3, 9), (4, 3), (5, 3), (0, 0)]","[(1, 3), (2, 1), (3, 11), (4, 11), (5, 5), (0, 0)]","[(1, 1), (2, 2), (3, 5), (4, 12), (5, 9), (0, 2)]","[(1, 3), (2, 5), (3, 11), (4, 10), (5, 1), (0, 1)]","[(1, 1), (2, 2), (3, 12), (4, 12), (5, 4), (0, 0)]"
EN_601_452_01_FA17 Computational Biomedical Research Schatz_ Michael 2017 Fall Computer Science 7 of 7  responded _100_00__ Download PDF.pdf,EN.601.452,Computational Biomedical Research,Michael Schatz,2017,Fall,7,"[(1, 0), (2, 0), (3, 1), (4, 1), (5, 5), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 3), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (0, 7)]","[(1, 0), (2, 1), (3, 0), (4, 2), (5, 4), (0, 0)]","[(1, 2), (2, 2), (3, 2), (4, 0), (5, 0), (0, 0)]"
EN_601_226_01_FA17 Data Structures 2017 Fall ASEN 84 of 89  responded _94_38__ Download PDF.pdf,EN.601.226,Data Structures,,2017,Fall,84,"[(1, 8), (2, 15), (3, 14), (4, 29), (5, 11), (0, 2)]","[(1, 3), (2, 1), (3, 7), (4, 28), (5, 36), (0, 3)]","[(1, 2), (2, 5), (3, 11), (4, 9), (5, 15), (0, 37)]","[(1, 6), (2, 16), (3, 15), (4, 24), (5, 15), (0, 2)]","[(1, 0), (2, 0), (3, 18), (4, 40), (5, 19), (0, 2)]"
EN_601_318_01_FA17 Operating Systems 2017 Fall ASEN 9 of 9  responded _100_00__ Download PDF.pdf,EN.601.318,Operating Systems,,2017,Fall,9,"[(1, 0), (2, 1), (3, 3), (4, 6), (5, 19), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 6), (5, 22), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 8), (5, 15), (0, 2)]","[(1, 0), (2, 2), (3, 1), (4, 11), (5, 12), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 6), (5, 20), (0, 0)]"
EN_601_107_03_FA17 Introductory Programming in Java Selinski_ Joanne 2017 Fall Computer Science 33 of 33  responded _100_00__ Download PDF.pdf,EN.601.107,Introductory Programming in Java,Joanne Selinski,2017,Fall,33,"[(1, 1), (2, 3), (3, 11), (4, 13), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 11), (4, 17), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 5), (5, 7), (0, 18)]","[(1, 2), (2, 1), (3, 6), (4, 15), (5, 8), (0, 0)]","[(1, 0), (2, 7), (3, 17), (4, 6), (5, 2), (0, 0)]"
EN_601_226_01_FA17 Data Structures Froehlich_ Peter 2017 Fall Computer Science 80 of 85  responded _94_12__ Download PDF.pdf,EN.601.226,Data Structures,Peter Froehlich,2017,Fall,80,"[(1, 8), (2, 15), (3, 14), (4, 29), (5, 11), (0, 2)]","[(1, 3), (2, 1), (3, 7), (4, 28), (5, 36), (0, 3)]","[(1, 2), (2, 5), (3, 11), (4, 9), (5, 15), (0, 37)]","[(1, 6), (2, 16), (3, 15), (4, 24), (5, 15), (0, 2)]","[(1, 0), (2, 0), (3, 18), (4, 40), (5, 19), (0, 2)]"
EN_601_318_01_FA17 Operating Systems Huang_ Peng 2017 Fall Computer Science 29 of 30  responded _96_67__ Download PDF.pdf,EN.601.318,Operating Systems,Peng Huang,2017,Fall,29,"[(1, 0), (2, 1), (3, 3), (4, 6), (5, 19), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 6), (5, 22), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 8), (5, 15), (0, 2)]","[(1, 0), (2, 2), (3, 1), (4, 11), (5, 12), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 6), (5, 20), (0, 0)]"
EN_601_220_01_FA17 Intermediate Programming More_ Sara 2017 Fall Computer Science 34 of 34  responded _100_00__ Download PDF.pdf,EN.601.220,Intermediate Programming,Sara More,2017,Fall,34,"[(1, 0), (2, 0), (3, 4), (4, 12), (5, 17), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 14), (5, 19), (0, 0)]","[(1, 2), (2, 0), (3, 3), (4, 6), (5, 6), (0, 16)]","[(1, 0), (2, 2), (3, 4), (4, 15), (5, 12), (0, 0)]","[(1, 0), (2, 0), (3, 7), (4, 11), (5, 15), (0, 0)]"
EN_601_220_01_FA17 Intermediate Programming 2017 Fall ASEN 34 of 34  responded _100_00__ Download PDF.pdf,EN.601.220,Intermediate Programming,,2017,Fall,34,"[(1, 0), (2, 0), (3, 4), (4, 12), (5, 17), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 14), (5, 19), (0, 0)]","[(1, 2), (2, 0), (3, 3), (4, 6), (5, 6), (0, 16)]","[(1, 0), (2, 2), (3, 4), (4, 15), (5, 12), (0, 0)]","[(1, 0), (2, 0), (3, 7), (4, 11), (5, 15), (0, 0)]"
EN_601_107_03_FA17 Introductory Programming in Java 2017 Fall ASEN 33 of 33  responded _100_00__ Download PDF.pdf,EN.601.107,Introductory Programming in Java,,2017,Fall,33,"[(1, 1), (2, 3), (3, 11), (4, 13), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 11), (4, 17), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 5), (5, 7), (0, 18)]","[(1, 2), (2, 1), (3, 6), (4, 15), (5, 8), (0, 0)]","[(1, 0), (2, 7), (3, 17), (4, 6), (5, 2), (0, 0)]"
EN_601_443_01_FA17 Security _ Privacy in Computing 2017 Fall ASEN 2 of 3  responded _66_67__ Download PDF.pdf,EN.601.443,Security & Privacy in Computing,,2017,Fall,2,"[(1, 0), (2, 0), (3, 0), (4, 2), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 0), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 0), (0, 0)]"
EN_601_445_01_FA17 Practical Cryptographic Systems Green_ Matthew 2017 Fall Computer Science 25 of 26  responded _96_15__ Download PDF.pdf,EN.601.445,Practical Cryptographic Systems,Matthew Green,2017,Fall,25,"[(1, 0), (2, 0), (3, 2), (4, 7), (5, 16), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 13), (5, 11), (0, 0)]","[(1, 3), (2, 1), (3, 4), (4, 6), (5, 6), (0, 5)]","[(1, 5), (2, 7), (3, 5), (4, 4), (5, 4), (0, 0)]","[(1, 0), (2, 4), (3, 13), (4, 7), (5, 1), (0, 0)]"
EN_601_445_01_FA17 Practical Cryptographic Systems 2017 Fall ASEN 26 of 27  responded _96_30__ Download PDF.pdf,EN.601.445,Practical Cryptographic Systems,,2017,Fall,26,"[(1, 0), (2, 0), (3, 2), (4, 7), (5, 16), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 13), (5, 11), (0, 0)]","[(1, 3), (2, 1), (3, 4), (4, 6), (5, 6), (0, 5)]","[(1, 5), (2, 7), (3, 5), (4, 4), (5, 4), (0, 0)]","[(1, 0), (2, 4), (3, 13), (4, 7), (5, 1), (0, 0)]"
EN_601_421_01_FA17 Object Oriented Software Engineering Smith_ Scott 2017 Fall Computer Science 61 of 64  responded _95_31__ Download PDF.pdf,EN.601.421,Object Oriented Software Engineering,Scott Smith,2017,Fall,61,"[(1, 3), (2, 8), (3, 18), (4, 20), (5, 9), (0, 1)]","[(1, 3), (2, 7), (3, 15), (4, 19), (5, 13), (0, 1)]","[(1, 2), (2, 1), (3, 5), (4, 21), (5, 23), (0, 7)]","[(1, 4), (2, 4), (3, 12), (4, 22), (5, 16), (0, 0)]","[(1, 0), (2, 1), (3, 30), (4, 20), (5, 7), (0, 0)]"
EN_601_421_01_FA17 Object Oriented Software Engineering 2017 Fall ASEN 61 of 64  responded _95_31__ Download PDF.pdf,EN.601.421,Object Oriented Software Engineering,,2017,Fall,61,"[(1, 3), (2, 8), (3, 18), (4, 20), (5, 9), (0, 1)]","[(1, 3), (2, 7), (3, 15), (4, 19), (5, 13), (0, 1)]","[(1, 2), (2, 1), (3, 5), (4, 21), (5, 23), (0, 7)]","[(1, 4), (2, 4), (3, 12), (4, 22), (5, 16), (0, 0)]","[(1, 0), (2, 1), (3, 30), (4, 20), (5, 7), (0, 0)]"
EN_601_457_01_FA17 Computer Graphics 2017 Fall ASEN 24 of 25  responded _96_00__ Download PDF.pdf,EN.601.457,Computer Graphics,,2017,Fall,24,"[(1, 0), (2, 2), (3, 4), (4, 10), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 12), (5, 11), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 9), (5, 7), (0, 4)]","[(1, 1), (2, 4), (3, 7), (4, 10), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 11), (5, 9), (0, 0)]"
EN_601_107_01_FA17 Introductory Programming in Java Selinski_ Joanne 2017 Fall Computer Science 100 of 103  responded _97_09__ Download PDF.pdf,EN.601.107,Introductory Programming in Java,Joanne Selinski,2017,Fall,100,"[(1, 5), (2, 10), (3, 26), (4, 43), (5, 16), (0, 0)]","[(1, 1), (2, 3), (3, 19), (4, 50), (5, 27), (0, 0)]","[(1, 1), (2, 0), (3, 9), (4, 17), (5, 26), (0, 46)]","[(1, 2), (2, 11), (3, 13), (4, 43), (5, 29), (0, 1)]","[(1, 1), (2, 14), (3, 46), (4, 28), (5, 10), (0, 0)]"
EN_601_457_01_FA17 Computer Graphics Kazhdan_ Michael 2017 Fall Computer Science 23 of 24  responded _95_83__ Download PDF.pdf,EN.601.457,Computer Graphics,Michael Kazhdan,2017,Fall,23,"[(1, 0), (2, 2), (3, 4), (4, 10), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 12), (5, 11), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 9), (5, 7), (0, 4)]","[(1, 1), (2, 4), (3, 7), (4, 10), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 11), (5, 9), (0, 0)]"
EN_601_107_01_FA17 Introductory Programming in Java 2017 Fall ASEN 103 of 106  responded _97_17__ Download PDF.pdf,EN.601.107,Introductory Programming in Java,,2017,Fall,103,"[(1, 5), (2, 10), (3, 26), (4, 43), (5, 16), (0, 0)]","[(1, 1), (2, 3), (3, 19), (4, 50), (5, 27), (0, 0)]","[(1, 1), (2, 0), (3, 9), (4, 17), (5, 26), (0, 46)]","[(1, 2), (2, 11), (3, 13), (4, 43), (5, 29), (0, 1)]","[(1, 1), (2, 14), (3, 46), (4, 28), (5, 10), (0, 0)]"
EN_601_434_01_FA17 Randomized and Big Data Algorithms Braverman_ Vladimir 2017 Fall Computer Science 13 of 14  responded _92_86__ Download PDF.pdf,EN.601.434,Randomized and Big Data Algorithms,Vladimir Braverman,2017,Fall,13,"[(1, 0), (2, 2), (3, 5), (4, 3), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 6), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 6), (5, 3), (0, 2)]","[(1, 1), (2, 3), (3, 3), (4, 5), (5, 1), (0, 0)]","[(1, 1), (2, 3), (3, 6), (4, 3), (5, 0), (0, 0)]"
EN_601_434_01_FA17 Randomized and Big Data Algorithms 2017 Fall ASEN 13 of 14  responded _92_86__ Download PDF.pdf,EN.601.434,Randomized and Big Data Algorithms,,2017,Fall,13,"[(1, 0), (2, 2), (3, 5), (4, 3), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 6), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 6), (5, 3), (0, 2)]","[(1, 1), (2, 3), (3, 3), (4, 5), (5, 1), (0, 0)]","[(1, 1), (2, 3), (3, 6), (4, 3), (5, 0), (0, 0)]"
EN_601_443_01_FA17 Security _ Privacy in Computing AKINYELE_ JOSEPH 2017 Fall Computer Science 2 of 3  responded _66_67__ Download PDF.pdf,EN.601.443,Security & Privacy in Computing,JOSEPH AKINYELE,2017,Fall,2,"[(1, 0), (2, 0), (3, 0), (4, 2), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 0), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 0), (0, 0)]"
EN_601_108_03_FA17 Introduction to Programming Lab 2017 Fall ASEN 20 of 20  responded _100_00__ Download PDF.pdf,EN.601.108,Introduction to Programming Lab,,2017,Fall,20,"[(1, 0), (2, 1), (3, 4), (4, 7), (5, 7), (0, 1)]","[(1, 0), (2, 0), (3, 3), (4, 8), (5, 7), (0, 1)]","[(1, 0), (2, 0), (3, 2), (4, 4), (5, 14), (0, 0)]","[(1, 0), (2, 3), (3, 4), (4, 11), (5, 2), (0, 0)]","[(1, 10), (2, 3), (3, 4), (4, 1), (5, 1), (0, 1)]"
EN_601_220_04_FA17 Intermediate Programming 2017 Fall ASEN 31 of 34  responded _91_18__ Download PDF.pdf,EN.601.220,Intermediate Programming,,2017,Fall,31,"[(1, 0), (2, 2), (3, 3), (4, 6), (5, 19), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 8), (5, 20), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 1), (5, 12), (0, 13)]","[(1, 0), (2, 2), (3, 9), (4, 13), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 7), (4, 11), (5, 13), (0, 0)]"
